Feature ID	Taxon	Confidence
5843c1913551d95d5a41b89c23849e30	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum (environmental samples)	0.8628682223736636
440945f9775444f2ce1d94d4888a3604	Bacteria (environmental samples)	0.9999998246372439
dbc144534dc783873bae388d0a10c631	Bacteria	1.0000000000000049
e3fc950091944e0200d8d80cd9e831bd	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9995974898913373
563c8796ee4f8578a6e5704cc9d80f34	Bacteria	0.9175944722083184
4fd0ef79aadc7c9f918abef2e633ba50	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9804488097319624
db9616fc173e85cdf1be6b677c2ab1a7	Bacteria (environmental samples)	0.9999491688309481
43c5a371a3e1ba46b232859051b64f6a	Bacteria (environmental samples)	0.9999978273425837
b3a0a8051e2bbd96e02b83207a86987c	Bacteria	0.9611789174740988
90136e03ade8ffe3cb3f0a3e89bb8291	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9509738440723469
5bf676a2929a0f7c36037de2c67191d9	Bacteria	0.9729448895216659
10ea4390cb64a0dc6eea348aa127172d	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9990478165309666
de099facf1caa44a9e3871b3dc065756	Bacteria	0.9802430195353112
455476d28f1da11862792aa4204fc0f1	Bacteria	0.994326154168443
4e1bb8be0f00a9c70c1379e7cb093089	Bacteria	0.987198640831862
794e7706d7982eac55958cc53a6927eb	Bacteria (environmental samples)	0.9999765210940553
10eff84d20637b381d5f5893d0d19a84	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.999914652000931
b50e3362c9c2042357f3c3a2d6c150ea	Bacteria (environmental samples)	0.9975161379361733
7ff0e5bc8db85e5a84299b66ecab1647	Bacteria (environmental samples)	0.9994193032217308
ed4b461767e8a7ebffca3becfbd5d2ea	Bacteria (environmental samples)	0.9894370215979733
f45652d4d82bef4bc9e5a2329b88c509	Bacteria	0.7758134758150694
5fb91a3155ffec61b9f1d188e764473f	Bacteria (environmental samples)	0.9999936279603019
957fffea8de293f0f49c5e5ed0df61d0	Bacteria (environmental samples)	0.999992553323993
62db79dc8f11a11f85270eaa553dc7cd	Bacteria (environmental samples)	0.9881637592669762
a280cf98b1f5384e80960dd9988fffcf	Bacteria (environmental samples)	0.9995857784198448
27211822d656f1888d5749617f680c6d	Bacteria (environmental samples)	0.9921483374318704
787939e306c201d88f727e89b21ee2e0	Bacteria (environmental samples)	0.9999859279091567
b5207f1fda04f220c508e85dcb76badb	Bacteria	0.9171832878118671
e8ce20878fcb075f7e8e8174fb591760	Bacteria (environmental samples)	0.9982436333364706
e2a2a1cdc9fd14a37e9f807cda84daf2	Bacteria	0.9958761595502007
c06493410aa204b1239e296856a88705	Bacteria (environmental samples)	0.99873190409475
ffb36555212f5b4ecfc9ad79b32fc29a	Bacteria (environmental samples)	0.9997154758851119
dc6399c30ac94515e9d5605311a10d01	Bacteria (environmental samples)	0.9999828057064541
d4b41ddea566fe290448f246796b1c91	Bacteria (environmental samples)	0.9999907219768538
8b896a602ab1eb8e426f5a2210259b28	Bacteria (environmental samples)	0.9999953421063219
bd5bac37e717da87bf85287e8bb1786c	Bacteria	0.9998204411924975
64926a0bf049adf37782d8e45c8f6658	Bacteria (environmental samples)	0.999949790899182
55f2fabe0fc97a607cf62eeefefa7d2c	Bacteria (environmental samples)	0.9967008642647978
17acb9dc758765536e2fa773d9de7056	Bacteria	0.9995676493610697
6edfe016041eea61ef3ec1a7988380a5	Bacteria (environmental samples)	0.8655377813831756
2a970dbbd5826bfa97cc0c451d204803	Bacteria	0.9925962860681474
0ef17904759e732d6f7f3bb0f95444c1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9999602451783072
b49c8197e5c123f1b3c1e9f1c583258f	Bacteria	0.8759550937848603
01b96cbfd1819219b44ece60ece76baf	Bacteria	0.9974254493377552
cd1a9fe57abaea0bf7b44dcb0972cdbf	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	0.9998411636483135
5d70f9498dc1e2ba46ef2dfe5e13f635	Bacteria (environmental samples)	0.9997804428805426
2ede7c71ff704c64b57700ec7c5e6827	Bacteria (environmental samples)	0.9955514325845246
52c1105a571e858cadfcbed65b6035cc	Bacteria	0.9793169033986934
71b1287973fe1947645d682f0ddcc982	Bacteria	0.9417482369694649
ea70c39dee1e095b9d4126d2b493ff75	Bacteria	0.9938473240664351
f9dc1f925b9eb64426739badb21b35f4	Bacteria (environmental samples)	0.9999432086758994
93e8c5843d7f13ea501fadb8a3ee6e5a	Bacteria	0.9972261573500119
682707f958a009232c165eb4e7187b81	Bacteria	0.9797160915529385
52553aa9b6118d1b7b0a4badd7f2c982	Bacteria	0.9944812613010411
35872ebefeb1d36e4ac9fd6bce36efde	Bacteria	0.9528187063430785
1df7ea5836a21ac7323e78f60e51a86c	Bacteria	0.9866180831629762
b344173eb23bd32a62e490be1296640e	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9997504319589636
f208ff2e7a880f31ca72f73a9867c015	Bacteria (environmental samples)	0.9999639495129604
5554105643307d20a647509497487a87	Bacteria (environmental samples)	0.9999098313761797
b3e7c45119b560237be88a3b4aaf5817	Bacteria	0.991858495186399
ca51b315aa890d2bd9197170d21356c8	Bacteria	0.9943291682643273
da8578a36bba2d5b7c646d67e36128b6	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.8394434830876075
09affcf8d7b68f71d603a7cb4bcc1753	Bacteria	0.9185114873679008
